,apple,positive,126415614616154112
2931,microsoft,neutral,126804497493266433
2932,microsoft,neutral,126803763603312640
2933,microsoft,neutral,126803594216341506
2934,microsoft,neutral,126803513190789121
2935,microsoft,neutral,126803044426985472
2936,microsoft,neutral,126802586178293760
2937,microsoft,neutral,126802366996561920
2938,microsoft,neutral,126800882477174784
2939,microsoft,neutral,126800407585501184
2940,microsoft,neutral,126800313029099520
2941,microsoft,neutral,126799514270040064
2942,microsoft,neutral,126798908335734785
2943,microsoft,neutral,126798906129526784
2944,microsoft,neutral,126797598425223169
2945,microsoft,neutral,126797364823457792
2946,microsoft,neutral,126797364433387520
2947,microsoft,neutral,126797363418370048
2948,microsoft,neutral,126797339758305280
2949,microsoft,neutral,126797209244151808
2950,microsoft,neutral,126797207159582720
2951,microsoft,neutral,126797206232645635
2952,microsoft,neutral,126796929366638592
2953,microsoft,neutral,126795614649466880
2954,microsoft,neutral,126795256225210368
2955,microsoft,neutral,126795026771607553
2956,microsoft,neutral,126795013752504320
2957,microsoft,neutral,126795009986002946
2958,microsoft,neutral,126794825998663680
2959,microsoft,neutral,126793516398546945
2960,microsoft,neutral,126792687138508801
2961,microsoft,neutral,126792112313352192
2962,microsoft,neutral,126791726559010816
2963,microsoft,neutral,126791479925555200
2964,microsoft,neutral,126790637243740160
2965,microsoft,neutral,126789918826565632
2966,microsoft,neutral,126789806905769984
2967,microsoft,neutral,126789806356303872
2968,microsoft,neutral,126789710705213440
2969,microsoft,neutral,126789040015020033
2970,microsoft,neutral,126788856476471296
2971,microsoft,neutral,126788488183037953
2972,microsoft,neutral,126786825913245698
2973,microsoft,neutral,126786517531242496
2974,microsoft,neutral,126786021340884992
2975,microsoft,neutral,126785035599749121
2976,microsoft,neutral,126784430185521154
2977,microsoft,neutral,126782184748097536
2978,microsoft,neutral,126781699811061760
2979,microsoft,neutral,126781384600727552
2980,microsoft,neutral,126781241423962112
2981,microsoft,neutral,126780592036646913
2982,microsoft,neutral,126779798986047488
2983,microsoft,neutral,126779783760723968
2984,microsoft,neutral,126779778090008576
2985,microsoft,neutral,126779040282587138
2986,microsoft,neutral,126778210783473665
2987,microsoft,neutral,126776771159916546
2988,microsoft,neutral,126775752610942976
2989,microsoft,neutral,126774185577021445
2990,microsoft,neutral,126773807875751936
2991,microsoft,neutral,126773769262997504
2992,microsoft,neutral,126773680196947968
2993,microsoft,neutral,126773504644349954
2994,microsoft,neutral,126773458519605248
2995,microsoft,neutral,126772660024774656
2996,microsoft,neutral,126772118879879169
2997,microsoft,neutral,126771594470232064
2998,microsoft,neutral,126769762452770819
2999,microsoft,neutral,126768953027608576
3000,microsoft,neutral,126768749243146240
3001,microsoft,neutral,126768739692720128
3002,microsoft,neutral,126768259734315008
3003,microsoft,neutral,126768125386571776
3004,microsoft,neutral,126768055769513984
3005,microsoft,neutral,126768000949948416
3006,microsoft,neutral,126767824386531329
3007,microsoft,neutral,126767467077976065
3008,microsoft,neutral,126767049312714752
3009,microsoft,neutral,126766670109872128
3010,microsoft,neutral,126766092629712896
3011,microsoft,neutral,126765064299614209
3012,microsoft,neutral,126764662510452736
3013,microsoft,neutral,126764605623111680
3014,microsoft,neutral,126764604218028033
3015,microsoft,neutral,126762652402860033
3016,microsoft,neutral,126762576557248512
3017,microsoft,neutral,126761994098442241
3018,microsoft,neutral,126761880801910784
3019,microsoft,neutral,126761759041265664
3020,microsoft,neutral,126761312016547840
3021,microsoft,neutral,126761103677071362
3022,microsoft,neutral,126761034341040128
3023,microsoft,neutral,126758826337771520
3024,microsoft,neutral,126758715981434881
3025,microsoft,neutral,126756834257285120
3026,microsoft,neutral,126755580604981249
3027,microsoft,neutral,126755433108082688
3028,microsoft,neutral,126755073664618496
3029,microsoft,neutral,126754216160145409
3030,microsoft,neutral,126753468160540672
3031,microsoft,neutral,126752950654746624
3032,microsoft,neutral,126752714385391616
3033,microsoft,neutral,126752712300826624
3034,microsoft,neutral,126752262281371649
3035,microsoft,neutral,126751213692792832
3036,microsoft,neutral,126751180557778945
3037,microsoft,neutral,126750292212584449
3038,microsoft,neutral,126749618229878784
3039,microsoft,neutral,126749567428468736
3040,microsoft,neutral,126749486545506304
3041,microsoft,neutral,126749360745758722
3042,microsoft,neutral,126749318198730752
3043,microsoft,neutral,126748764869378048
3044,microsoft,neutral,126748146582818816
3045,microsoft,neutral,126747712082292736
3046,microsoft,neutral,126747117120274432
3047,microsoft,neutral,126746786806247424
3048,microsoft,neutral,126746562062848001
3049,microsoft,neutral,126746140791144448
3050,microsoft,neutral,126745920967680000
3051,microsoft,neutral,126745707414691840
3052,microsoft,neutral,126745457232846849
3053,microsoft,neutral,126745293378166784
3054,microsoft,neutral,126745275686600705
3055,microsoft,neutral,126745248121618434
3056,microsoft,neutral,126744229912379392
3057,microsoft,neutral,126743926903283713
3058,microsoft,neutral,126743901968150528
3059,microsoft,neutral,126743843348561920
3060,microsoft,neutral,126743100809945090
3061,microsoft,neutral,126743096896655362
3062,microsoft,neutral,126742966890004481
3063,microsoft,neutral,126742062635810817
3064,microsoft,neutral,126741965915168771
3065,microsoft,neutral,126741817365504000
3066,microsoft,neutral,126741679024783360
3067,microsoft,neutral,126741473726177280
3068,microsoft,neutral,126740991087611904
3069,microsoft,neutral,126740408926609409
3070,microsoft,neutral,126740066138722305
3071,microsoft,neutral,126739377232687105
3072,microsoft,neutral,126737802657402880
3073,microsoft,neutral,126737400658538496
3074,microsoft,neutral,126737368001683457
3075,microsoft,neutral,126737116049833984
3076,microsoft,neutral,126736393987817472
3077,microsoft,neutral,126735639508037632
3078,microsoft,neutral,126735624299487232
3079,microsoft,neutral,126735411811848192
3080,microsoft,neutral,126735013667545088
3081,microsoft,neutral,126734902514286593
3082,microsoft,neutral,126734632120102912
3083,microsoft,neutral,126734120058490881
3084,microsoft,neutral,126733687944515584
3085,microsoft,neutral,126733589328048128
3086,microsoft,neutral,126733404870942720
3087,microsoft,neutral,126732739083898881
3088,microsoft,neutral,126732384602296320
3089,microsoft,neutral,126732343254851584
3090,microsoft,neutral,126732316000264192
3091,microsoft,neutral,126731883659804672
3092,microsoft,neutral,126731759646810113
3093,microsoft,neutral,126729624217600001
3094,microsoft,neutral,126729179994656769
3095,microsoft,neutral,126728328358014980
3096,microsoft,neutral,126728277896347649
3097,microsoft,neutral,126727087770963968
3098,microsoft,neutral,126726863811903488
3099,microsoft,neutral,126726826923012096
3100,microsoft,neutral,126726199123771392
3101,microsoft,neutral,126725918629695489
3102,microsoft,neutral,126725691059351552
3103,microsoft,neutral,126725006729281536
3104,microsoft,neutral,126724433791549440
3105,microsoft,neutral,126724174378045440
3106,microsoft,neutral,126723741651714048
3107,microsoft,neutral,126723269326938112
3108,microsoft,neutral,126723018989907968
3109,microsoft,neutral,126722729444515840
3110,microsoft,neutral,126722549584379905
3111,microsoft,neutral,126722463265599488
3112,microsoft,neutral,126722284776980480
3113,microsoft,neutral,126722253579763712
3114,microsoft,neutral,126722158394228736
3115,microsoft,neutral,126722000549974016
3116,microsoft,neutral,126721061797629953
3117,microsoft,neutral,126720971515248641
3118,microsoft,neutral,126719738293391360
3119,microsoft,neutral,126719724376702976
3120,microsoft,neutral,126718237252648960
3121,microsoft,neutral,126717789829472256
3122,microsoft,neutral,126717208557649920
3123,microsoft,neutral,126716851706277889
3124,microsoft,neutral,126716781510410240
3125,microsoft,neutral,126716221575004160
3126,microsoft,neutral,126715906096238592
3127,microsoft,neutral,126715414716747777
3128,microsoft,neutral,126714453105446912
3129,microsoft,neutral,126713704099221504
3130,microsoft,neutral,126713393599086592
3131,microsoft,neutral,126713363689517056
3132,microsoft,neutral,126713356739547136
3133,microsoft,neutral,126713203240607744
3134,microsoft,neutral,126712975309537280
3135,microsoft,neutral,126711721376235520
3136,microsoft,neutral,126710782615494657
3137,microsoft,neutral,126710485604237313
3138,microsoft,neutral,126709729924874241
3139,microsoft,neutral,126709714565349376
3140,microsoft,neutral,126708211108683776
3141,microsoft,neutral,126708014081257472
3142,microsoft,neutral,126707947744145409
3143,microsoft,neutral,126707946955616256
3144,microsoft,neutral,126707601504346112
3145,microsoft,neutral,126707418536218624
3146,microsoft,neutral,126707389142544384
3147,microsoft,neutral,126706701968736256
3148,microsoft,neutral,126706701306052609
3149,microsoft,neutral,126706255413772288
3150,microsoft,neutral,126705857206562816
3151,microsoft,neutral,126705491685556225
3152,microsoft,neutral,126705440640860161
3153,microsoft,neutral,126705187942449152
3154,microsoft,neutral,126705130681794560
3155,microsoft,neutral,126704776506380288
3156,microsoft,neutral,126704323542523904
3157,microsoft,neutral,126704037738459136
3158,microsoft,neutral,126703842732683265
3159,microsoft,neutral,126703823837335552
3160,microsoft,neutral,126703372207271936
3161,microsoft,neutral,126702051001516032
3162,microsoft,neutral,126701413907701760
3163,microsoft,neutral,126701318978019328
3164,microsoft,neutral,126701312447496192
3165,microsoft,neutral,126701230331412480
3166,microsoft,neutral,126700724389281792
3167,microsoft,neutral,126700451163942912
3168,microsoft,neutral,126699934694129664
3169,microsoft,neutral,126699730028855296
3170,microsoft,neutral,126699437711040512
3171,microsoft,neutral,126699406765465601
3172,microsoft,neutral,126699405356171264
3173,microsoft,neutral,126699162879275008
3174,microsoft,neutral,126698863447916544
3175,microsoft,neutral,126698757503991808
3176,microsoft,neutral,126698756845481984
3177,microsoft,neutral,126698755884978177
3178,microsoft,neutral,126698717930717184
3179,microsoft,neutral,126698707252027392
3180,microsoft,neutral,126698704290852865
3181,microsoft,neutral,126698703410040834
3182,microsoft,neutral,126698504910413827
3183,microsoft,neutral,126698182141947904
3184,microsoft,neutral,126697870689710080
3185,microsoft,neutral,126697419953012737
3186,microsoft,neutral,126697038187474944
3187,microsoft,neutral,126696856959983616
3188,microsoft,neutral,126696843299135488
3189,microsoft,neutral,126696759077511168
3190,microsoft,neutral,126696757294927874
3191,microsoft,neutral,126696688046968832
3192,microsoft,neutral,126696671894704129
3193,microsoft,neutral,126696627955171328
3194,microsoft,neutral,126696501849227264
3195,microsoft,neutral,126696344881594368
3196,microsoft,neutral,126695550975356928
3197,microsoft,neutral,126695264487604224
3198,microsoft,neutral,126694893841158145
3199,microsoft,neutral,126694267560271872
3200,microsoft,neutral,126693945123147776
3201,microsoft,neutral,126693187346632704
3202,microsoft,neutral,126693021365452800
3203,microsoft,neutral,126692888741548032
3204,microsoft,neutral,126692854981595136
3205,microsoft,neutral,126692811859963904
3206,microsoft,neutral,126692357277102080
3207,microsoft,neutral,126691842736668673
3208,microsoft,neutral,126691830774505472
3209,microsoft,neutral,126691604839927808
3210,microsoft,neutral,126691578361298945
3211,microsoft,neutral,126691206976643072
3212,microsoft,neutral,126691146209558528
3213,microsoft,neutral,126691006207893505
3214,microsoft,neutral,126690823306870784
3215,microsoft,neutral,126690446872297473
3216,microsoft,neutral,126690445119070210
3217,microsoft,neutral,126690443588153345
3218,microsoft,neutral,126690396720988160
3219,microsoft,neutral,126690392568639488
3220,microsoft,neutral,126690357042884608
3221,microsoft,neutral,126690074946568192
3222,microsoft,neutral,126689592832294913
3223,microsoft,neutral,126689002114924544
3224,microsoft,neutral,126688185228079104
3225,microsoft,neutral,126688055691190274
3226,microsoft,neutral,126687847762771970
3227,microsoft,neutral,126686806585520128
3228,microsoft,neutral,126686450019344384
3229,microsoft,neutral,126686367479631872
3230,microsoft,neutral,126686111656448000
3231,microsoft,neutral,126686012884787200
3232,microsoft,neutral,126685318899449856
3233,microsoft,neutral,126685194278289408
3234,microsoft,neutral,126685077823422466
3235,microsoft,neutral,126684141306650625
3236,microsoft,neutral,126683940764401665
3237,microsoft,neutral,126683909722357760
3238,microsoft,neutral,126683288239751169
3239,microsoft,neutral,126683225123852288
3240,microsoft,neutral,126681783222808578
3241,microsoft,neutral,126680710403719168
3242,microsoft,neutral,126680178196877312
3243,microsoft,neutral,126680085959942144
3244,microsoft,neutral,126679050742800385
3245,microsoft,neutral,126678934237626368
3246,microsoft,neutral,126678725491294209
3247,microsoft,neutral,126678690334638080
3248,microsoft,neutral,126678683393081344
3249,microsoft,neutral,126678622449831937
3250,microsoft,neutral,126678492464152576
3251,microsoft,neutral,126678454639927297
3252,microsoft,neutral,126677952644648960
3253,microsoft,neutral,126677913058820097
3254,microsoft,neutral,126677721647554561
3255,microsoft,neutral,126677403480231937
3256,microsoft,neutral,126677050265305088
3257,microsoft,neutral,126676455936622593
3258,microsoft,neutral,126676302873899008
3259,microsoft,neutral,126675994378637312
3260,microsoft,neutral,126675231896117248
3261,microsoft,neutral,126674948671545344
3262,microsoft,neutral,126674919969923072
3263,microsoft,neutral,126674748674547712
3264,microsoft,neutral,126674460131606529
3265,microsoft,neutral,126673949907107840
3266,microsoft,neutral,126673753680773122
3267,microsoft,neutral,126673364231270400
3268,microsoft,neutral,126672797731790848
3269,microsoft,neutral,126671949320556544
3270,microsoft,neutral,126671882211692545
3271,microsoft,neutral,126671664011419648
3272,microsoft,neutral,126671654540677122
3273,microsoft,neutral,126671006302617600
3274,microsoft,neutral,126669870090829824
3275,microsoft,neutral,126669451369263106
3276,microsoft,neutral,126668947503325184
3277,microsoft,neutral,126668764199665664
3278,microsoft,neutral,126668119354781696
3279,microsoft,neutral,126667815116750848
3280,microsoft,neutral,126667274080894976
3281,microsoft,neutral,126666679785766914
3282,microsoft,neutral,126666425715798016
3283,microsoft,neutral,126665951172243456
3284,microsoft,neutral,126665581519835136
3285,microsoft,neutral,126664658651332608
3286,microsoft,neutral,126664524156764160
3287,microsoft,neutral,126664410029764608
3288,microsoft,neutral,126664404891746304
3289,microsoft,neutral,126663746767699969
3290,microsoft,neutral,126662968434900992
3291,microsoft,neutral,126662905084129280
3292,microsoft,neutral,126661971566264320
3293,microsoft,neutral,126660704496402433
3294,microsoft,neutral,126659682076082176
3295,microsoft,neutral,126659577033928704
3296,microsoft,neutral,126659465985536000
3297,microsoft,neutral,126659266315698177
3298,microsoft,neutral,126658871363239936
3299,microsoft,neutral,126658110084489216
3300,microsoft,neutral,126657343965507584
3301,microsoft,neutral,126656580715429888
3302,microsoft,neutral,126656236157538304
3303,microsoft,neutral,126656052971323393
3304,microsoft,neutral,126655887740903424
3305,microsoft,neutral,126655887178870784
3306,microsoft,neutral,126655373015924736
3307,microsoft,neutral,126654466735878144
3308,microsoft,neutral,126653861371973632
3309,microsoft,neutral,126653619327082496
3310,microsoft,neutral,126653015754149888
3311,microsoft,neutral,126652714804461569
3312,microsoft,neutral,126652661251571712
3313,microsoft,neutral,126652256404779008
3314,microsoft,neutral,126651931287498752
3315,microsoft,neutral,126651699380232193
3316,microsoft,neutral,126651497718095873
3317,microsoft,neutral,126651446589526016
3318,microsoft,neutral,126651412443693057
3319,microsoft,neutral,126651402549346304
3320,microsoft,neutral,126651401010028544
3321,microsoft,neutral,126651399730769922
3322,microsoft,neutral,126651363718467585
3323,microsoft,neutral,126651360602112000
3324,microsoft,neutral,126650859290501121
3325,microsoft,neutral,126650839279476736
3326,microsoft,neutral,126650651370467328
3327,microsoft,neutral,126649108202143744
3328,microsoft,neutral,126647567877541889
3329,microsoft,neutral,126647558469722112
3330,microsoft,neutral,126646015863427072
3331,microsoft,neutral,126645991947513857
3332,microsoft,neutral,126645459568705536
3333,microsoft,neutral,126644332177530880
3334,microsoft,neutral,126644191299252224
3335,microsoft,neutral,126643947190759425
3336,microsoft,neutral,126642779064504320
3337,microsoft,neutral,126642612412227585
3338,microsoft,neutral,126642611598540801
3339,microsoft,neutral,126642532863049728
3340,microsoft,neutral,126642137424076800
3341,microsoft,neutral,126641727254695937
3342,microsoft,neutral,126641223229386752
3343,microsoft,neutral,126640775730700288
3344,microsoft,neutral,126640203828969472
3345,microsoft,neutral,126638865971806209
3346,microsoft,neutral,126638751307931648
3347,microsoft,neutral,126638261421613056
3348,microsoft,neutral,126637865550618624
3349,microsoft,neutral,126637677335429121
3350,microsoft,neutral,126637516148318208
3351,microsoft,neutral,126637437953900546
3352,microsoft,neutral,126637411114553344
3353,microsoft,neutral,126636379479343106
3354,microsoft,neutral,126636379324170240
3355,microsoft,neutral,126636194653147136
3356,microsoft,neutral,126635954520854528
3357,microsoft,neutral,126635633245564928
3358,microsoft,neutral,126635573921316864
3359,microsoft,neutral,126635080100757504
3360,microsoft,neutral,126635053139763200
3361,microsoft,neutral,126634784326828032
3362,microsoft,neutral,126634780954595328
3363,microsoft,neutral,126634396773130240
3364,microsoft,neutral,126632917643427841
3365,microsoft,neutral,126632860386988033
3366,microsoft,neutral,126632280985845760
3367,microsoft,neutral,126631882149474305
3368,microsoft,neutral,126631805288849408
3369,microsoft,neutral,126631188394811392
3370,microsoft,neutral,126631077468049408
3371,microsoft,neutral,126630800413310976
3372,microsoft,neutral,126630728690704384
3373,microsoft,neutral,126628957566156800
3374,microsoft,neutral,126628527155052544
3375,microsoft,neutral,126626502937812992
3376,microsoft,neutral,126626166261022720
3377,microsoft,neutral,126625578567729152
3378,microsoft,neutral,126625418118832128
3379,microsoft,neutral,126625193786490881
3380,microsoft,neutral,126622411587190784
3381,microsoft,neutral,126622356817981440
3382,microsoft,neutral,126622297917374464
3383,microsoft,neutral,126621573271650304
3384,microsoft,neutral,126621144177577984
3385,microsoft,neutral,126621142743138305
3386,microsoft,neutral,126619580096462848
3387,microsoft,neutral,126619293977812992
3388,microsoft,neutral,126619258099744768
3389,microsoft,neutral,126619256015167488
3390,microsoft,neutral,126617626435780608
3391,microsoft,neutral,126617142761230337
3392,microsoft,neutral,126616809079193600
3393,microsoft,neutral,126616636621996032
3394,microsoft,neutral,126615663119843328
3395,microsoft,neutral,126615649077301248
3396,microsoft,neutral,126615565673570305
3397,microsoft,neutral,126615350916816896
3398,microsoft,neutral,126614792092909568
3399,microsoft,neutral,126614365280542720
3400,microsoft,neutral,126614116927422464
3401,microsoft,neutral,126614037608935424
3402,microsoft,neutral,126613919623159808
3403,microsoft,neutral,126613753499353088
3404,microsoft,neutral,126613640278315008
3405,microsoft,neutral,126613630551719936
3406,microsoft,neutral,126613447487127553
3407,microsoft,neutral,126613275331919872
3408,microsoft,neutral,126611886979555328
3409,microsoft,neutral,126611785666134016
3410,microsoft,neutral,126611604925194240
3411,microsoft,neutral,126611557370183681
3412,microsoft,neutral,126611372552355841
3413,microsoft,neutral,126610800382181376
3414,microsoft,neutral,126610131671715840
3415,microsoft,neutral,126610091855192064
3416,microsoft,neutral,126610035655704577
3417,microsoft,neutral,126609904298491904
3418,microsoft,neutral,126609815278592000
3419,microsoft,neutral,126608763456200704
3420,microsoft,neutral,126607853640364032
3421,microsoft,neutral,126607793280126976
3422,microsoft,neutral,126607106953580546
3423,microsoft,neutral,126606671874228225
3424,microsoft,neutral,126606546556829696
3425,microsoft,neutral,126606023174791168
3426,microsoft,neutral,126604925881954305
3427,microsoft,neutral,126604903408869378
3428,microsoft,neutral,126604828150480896
3429,microsoft,neutral,126604631894790144
3430,microsoft,neutral,126604425832837120
3431,microsoft,neutral,126604425635692545
3432,microsoft,neutral,126604152536178688
3433,microsoft,neutral,126603598724476928
3434,microsoft,neutral,126602791807496192
3435,microsoft,neutral,126602212511203328
3436,microsoft,neutral,126601735417499648
3437,microsoft,neutral,126601553409875968
3438,microsoft,neutral,126600989150158849
3439,microsoft,neutral,126600074825445376
3440,microsoft,neutral,126599980847869952
3441,microsoft,neutral,126599671400497153
3442,microsoft,neutral,126599087389806592
3443,microsoft,neutral,126598871760642048
3444,microsoft,neutral,126598867847348224
3445,microsoft,neutral,126598515248992257
3446,microsoft,neutral,126597883477762048
3447,microsoft,neutral,126597538794057728
3448,microsoft,neutral,126596825875611648
3449,microsoft,neutral,126596088999313408
3450,microsoft,neutral,126596045575684096
3451,microsoft,neutral,126595447455367168
3452,microsoft,neutral,126595014846459904
3453,microsoft,neutral,126593877321842690
3454,microsoft,neutral,126593636627513344
3455,microsoft,neutral,126593450253623297
3456,microsoft,neutral,126592300070608896
3457,microsoft,neutral,126592158802264064
3458,microsoft,neutral,126592000395984896
3459,microsoft,neutral,126591976408748032
3460,microsoft,neutral,126591072884359168
3461,microsoft,neutral,126591029993406464
3462,microsoft,neutral,126590959290032128
3463,microsoft,neutral,126590231137886209
3464,microsoft,neutral,126588750628257792
3465,microsoft,neutral,126588693577338881
3466,microsoft,neutral,126588643782574080
3467,microsoft,neutral,126588145549574144
3468,microsoft,neutral,126586994536091648
3469,microsoft,neutral,126586306464727041
3470,microsoft,neutral,126585952394166272
3471,microsoft,neutral,126585097297199104
3472,microsoft,neutral,126584640453611521
3473,microsoft,neutral,126583805229285376
3474,microsoft,neutral,126582210420674560
3475,microsoft,neutral,126582173787619328
3476,microsoft,neutral,126581768529788929
3477,microsoft,neutral,126581659612094464
3478,microsoft,neutral,126581308158779392
3479,microsoft,neutral,126581270435201024
3480,microsoft,neutral,126580539636449281
3481,microsoft,neutral,126580273965047810
3482,microsoft,neutral,126580014819983360
3483,microsoft,neutral,126579602524082176
3484,microsoft,neutral,126579169646751744
3485,microsoft,neutral,126579166589108224
3486,microsoft,neutral,126577845421096960
3487,microsoft,neutral,126577204078456832
3488,microsoft,neutral,126577114005782528
3489,microsoft,neutral,126577085081849856
3490,microsoft,neutral,126576350067818497
3491,microsoft,neutral,126576121784442880
3492,microsoft,neutral,126573645421228032
3493,microsoft,neutral,126573265178202112
3494,microsoft,neutral,126573186774089728
3495,microsoft,neutral,126572513483436032
3496,microsoft,neutral,126572384126894080
3497,microsoft,neutral,126572306230288385
3498,microsoft,neutral,126572275876106240
3499,microsoft,neutral,126572275016286208
3500,microsoft,neutral,126570339105914881
3501,microsoft,neutral,126569564963217408
3502,microsoft,neutral,126569115082166273
3503,microsoft,neutral,126568785921572864
3504,microsoft,neutral,126568308584628224
3505,microsoft,neutral,126568122261061632
3506,microsoft,neutral,126567868065263616
3507,microsoft,neutral,126567546165014528
3508,microsoft,neutral,126566918911041536
3509,microsoft,neutral,126566540010192896
3510,microsoft,neutral,126566417276469248
3511,microsoft,neutral,126566305716387840
3512,microsoft,neutral,126565140702298112
3513,microsoft,neutral,126564015873867777
3514,microsoft,neutral,126564004612161536
3515,microsoft,neutral,126563375189725184
3516,microsoft,neutral,126563374384422912
3517,microsoft,neutral,126563373230997504
3518,microsoft,neutral,126563286392123392
3519,microsoft,neutral,126562736242040833
3520,microsoft,neutral,126562457375350785
3521,microsoft,neutral,126561633978945536
3522,microsoft,neutral,126561530258001920
3523,microsoft,neutral,126561428319649793
3524,microsoft,neutral,126559900036894720
3525,microsoft,neutral,126559880860545024
3526,microsoft,neutral,126557628531875840
3527,microsoft,neutral,126557171742810112
3528,microsoft,neutral,126555866332798976
3529,microsoft,neutral,126554531713650688
3530,microsoft,neutral,126553189511208960
3531,microsoft,neutral,126552864876269568
3532,microsoft,neutral,126552665063829504
3533,microsoft,neutral,126549688857010177
3534,microsoft,neutral,126548837958557696
3535,microsoft,neutral,126545396913815552
3536,microsoft,neutral,126545157708451842
3537,microsoft,neutral,126542911654477824
3538,microsoft,neutral,126542412226105345
3539,microsoft,neutral,126541046615244801
3540,microsoft,neutral,126538706944401409
3541,microsoft,neutral,126537896999124992
3542,microsoft,neutral,126536228538564608
3543,microsoft,neutral,126536172867559424
3544,microsoft,neutral,126535951764819968
3545,microsoft,neutral,126534265205829632
3546,microsoft,neutral,126534195777519616
3547,microsoft,neutral,126532191831343105
3548,microsoft,neutral,126528995394199552
3549,microsoft,neutral,126528296354725890
3550,microsoft,neutral,126528197750829056
3551,microsoft,neutral,126526992609849344
3552,microsoft,neutral,126525976925585408
3553,microsoft,neutral,126524240324337664
3554,microsoft,neutral,126523034906529793
3555,microsoft,neutral,126522766261366784
3556,microsoft,neutral,126522655892447233
3557,microsoft,neutral,126519858035822594
3558,microsoft,neutral,126519595682119681
3559,microsoft,neutral,126514963924787201
3560,microsoft,neutral,126514187647201280
3561,microsoft,neutral,126508567053340672
3562,microsoft,neutral,126508512930050048
3563,microsoft,neutral,126507878382174208
3564,microsoft,neutral,126507753484193792
3565,microsoft,neutral,126507677919617024
3566,microsoft,neutral,126507292777652224
3567,microsoft,neutral,126506577946615808
3568,microsoft,neutral,126500912578564097
3569,microsoft,neutral,126500486047207425
3570,microsoft,neutral,126500411522809856
3571,microsoft,neutral,126499066229170176
3572,microsoft,neutral,126498215204892672
3573,microsoft,neutral,126496197220380672
3574,microsoft,neutral,126494059987603456
3575,microsoft,neutral,126493220279558144
3576,microsoft,neutral,126488619002236928
3577,microsoft,neutral,126487011849809920
3578,microsoft,neutral,126485244651126784
3579,microsoft,neutral,126484490049687552
3580,microsoft,neutral,126483887923793920
3581,microsoft,neutral,126483490911952896
3582,microsoft,neutral,126483128163373057
3583,microsoft,neutral,126482131412189184
3584,microsoft,neutral,126481856639143936
3585,microsoft,neutral,126481810803793921
3586,microsoft,neutral,126481496147111936
3587,microsoft,neutral,126480696075227137
3588,microsoft,neutral,126479554217910272
3589,microsoft,neutral,126479285702762496
3590,microsoft,neutral,126476071238508545
3591,microsoft,neutral,126474577411969024
3592,microsoft,neutral,126470128589217795
3593,microsoft,neutral,126467278144413696
3594,microsoft,neutral,126466763746574337
3595,microsoft,irrelevant,126807138587783168
3596,microsoft,irrelevant,126806596662726660
3597,microsoft,irrelevant,126806460146524160
3598,microsoft,irrelevant,126801012852916224
3599,microsoft,irrelevant,126800980783271936
3600,microsoft,irrelevant,126800969521577984
3601,microsoft,irrelevant,126800228560019456
3602,microsoft,irrelevant,126798811262763009
3603,microsoft,irrelevant,126798048289488896
3604,microsoft,irrelevant,126796467213058048
3605,microsoft,irrelevant,126794558456610816
3606,microsoft,irrelevant,126794506266882048
3607,microsoft,irrelevant,126794057979670529
3608,microsoft,irrelevant,126792436176531456
3609,microsoft,irrelevant,126792221730148353
3610,microsoft,irrelevant,126792156852666369
3611,microsoft,irrelevant,126789413706543104
3612,microsoft,irrelevant,126788967692648448
3613,microsoft,irrelevant,126788442356064256
3614,microsoft,irrelevant,126787343704260608
3615,microsoft,irrelevant,126787220022640640
3616,microsoft,irrelevant,126787152708255744
3617,microsoft,irrelevant,126786658866700289
3618,microsoft,irrelevant,126786402837995521
3619,microsoft,irrelevant,126785814876274688
3620,microsoft,irrelevant,126785710920441858
3621,microsoft,irrelevant,126785377863340033
3622,microsoft,irrelevant,126785355310579712
3623,microsoft,irrelevant,126784813066756096
3624,microsoft,irrelevant,126783417152053248
3625,microsoft,irrelevant,126782732373196800
3626,microsoft,irrelevant,126781181466378240
3627,microsoft,irrelevant,126780041857216512
3628,microsoft,irrelevant,126779541720010752
3629,microsoft,irrelevant,126779286458871809
3630,microsoft,irrelevant,126777498716479488
3631,microsoft,irrelevant,126776818941440000
3632,microsoft,irrelevant,126775712525979648
3633,microsoft,irrelevant,126775015021625346
3634,microsoft,irrelevant,126775003927678976
3635,microsoft,irrelevant,126775002082189312
3636,microsoft,irrelevant,126774982935187456
3637,microsoft,irrelevant,126774793746907137
3638,microsoft,irrelevant,126774646715580416
3639,microsoft,irrelevant,126774646690414593
3640,microsoft,irrelevant,126774646568783872
3641,microsoft,irrelevant,126774645474070528
3642,microsoft,irrelevant,126774641044897793
3643,microsoft,irrelevant,126773569345699840
3644,microsoft,irrelevant,126773055816085504
3645,microsoft,irrelevant,126771371954020353
3646,microsoft,irrelevant,126771131884638208
3647,microsoft,irrelevant,126770870709534720
3648,microsoft,irrelevant,126770869254094849
3649,microsoft,irrelevant,126770866435530752
3650,microsoft,irrelevant,126769830568280065
3651,microsoft,irrelevant,126769633301774336
3652,microsoft,irrelevant,126769627484274688
3653,microsoft,irrelevant,126769625659748353
3654,microsoft,irrelevant,126769625626198016
3655,microsoft,irrelevant,126769625420673024
3656,microsoft,irrelevant,126769623591944192
3657,microsoft,irrelevant,126769621394137088
3658,microsoft,irrelevant,126769618458120192
3659,microsoft,irrelevant,126769617342435329
